Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Role
43.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
42.0,1,6,Data Scientist,13.0,140000.0,Data & Analytics Roles
30.0,1,6,Data Scientist,6.0,100000.0,Data & Analytics Roles
41.0,1,6,Data Scientist,15.0,157000.0,Data & Analytics Roles
28.0,0,4,Data Scientist,6.0,150000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
51.0,1,6,Data Scientist,24.0,240000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,18.0,182000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
29.0,0,6,Data Scientist,5.0,100000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,150000.0,Data & Analytics Roles
45.0,1,6,Data Scientist,18.0,180000.0,Data & Analytics Roles
32.0,0,6,Data Scientist,9.0,145000.0,Data & Analytics Roles
45.0,1,6,Data Scientist,19.0,190000.0,Data & Analytics Roles
45.0,1,6,Data Scientist,18.0,180000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,15.0,150000.0,Data & Analytics Roles
45.0,1,6,Data Scientist,18.0,180000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,6.0,100000.0,Data & Analytics Roles
28.0,0,4,Data Scientist,6.0,150000.0,Data & Analytics Roles
50.0,1,6,Data Scientist,23.0,225000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
33.0,1,6,Data Scientist,8.0,190000.0,Data & Analytics Roles
48.0,1,6,Data Scientist,22.0,219000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,15.0,150000.0,Data & Analytics Roles
33.0,1,6,Data Scientist,8.0,190000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,17.0,168000.0,Data & Analytics Roles
32.0,1,6,Data Scientist,9.0,140000.0,Data & Analytics Roles
33.0,1,6,Data Scientist,8.0,190000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,18.0,182000.0,Data & Analytics Roles
44.0,0,6,Data Scientist,18.0,183000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,18.0,182000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,17.0,179000.0,Data & Analytics Roles
27.0,1,6,Data Scientist,2.0,115000.0,Data & Analytics Roles
44.0,0,6,Data Scientist,18.0,183000.0,Data & Analytics Roles
28.0,0,4,Data Scientist,6.0,150000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
46.0,1,6,Data Scientist,18.0,180000.0,Data & Analytics Roles
27.0,1,6,Data Scientist,2.0,115000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,150000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,17.0,168000.0,Data & Analytics Roles
30.0,1,6,Data Scientist,7.0,170000.0,Data & Analytics Roles
42.0,1,6,Data Scientist,13.0,140000.0,Data & Analytics Roles
47.0,1,6,Data Scientist,19.0,190000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,15.0,150000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
51.0,1,6,Data Scientist,24.0,240000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,170000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
41.0,1,6,Data Scientist,13.0,140000.0,Data & Analytics Roles
34.0,1,5,Data Scientist,9.0,140000.0,Data & Analytics Roles
43.0,1,5,Data Scientist,15.0,198000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,6.0,170000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,15.0,150000.0,Data & Analytics Roles
34.0,1,5,Data Scientist,9.0,140000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
42.0,1,6,Data Scientist,16.0,162000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
28.0,0,6,Data Scientist,5.0,100000.0,Data & Analytics Roles
45.0,1,6,Data Scientist,19.0,190000.0,Data & Analytics Roles
42.0,1,6,Data Scientist,14.0,140000.0,Data & Analytics Roles
34.0,1,5,Data Scientist,9.0,140000.0,Data & Analytics Roles
31.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
26.0,0,3,Digital Marketing Manager,4.0,60000.0,Marketing & Sales Roles
29.0,1,3,Digital Marketing Manager,6.0,95000.0,Marketing & Sales Roles
26.0,1,1,Digital Marketing Manager,2.0,40000.0,Marketing & Sales Roles
42.0,0,5,Digital Marketing Manager,14.0,140000.0,Marketing & Sales Roles
29.0,1,3,Digital Marketing Manager,6.0,95000.0,Marketing & Sales Roles
29.0,1,3,Digital Marketing Manager,6.0,95000.0,Marketing & Sales Roles
29.0,1,3,Digital Marketing Manager,6.0,95000.0,Marketing & Sales Roles
27.0,1,1,Digital Marketing Manager,2.0,40000.0,Marketing & Sales Roles
29.0,1,3,Digital Marketing Manager,6.0,95000.0,Marketing & Sales Roles
27.0,1,5,Digital Marketing Manager,3.0,50000.0,Marketing & Sales Roles
29.0,0,3,Digital Marketing Specialist,3.0,60000.0,Marketing & Sales Roles
29.0,0,3,Digital Marketing Specialist,4.0,65000.0,Marketing & Sales Roles
29.0,0,3,Digital Marketing Specialist,3.0,60000.0,Marketing & Sales Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
36.0,1,6,Director of Data Science,12.0,170000.0,Data & Analytics Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
44.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
42.0,0,5,Director of HR,12.0,120000.0,Management Roles
40.0,0,6,Director of HR,13.0,125000.0,Management Roles
37.0,1,6,Director of HR,11.0,115000.0,Management Roles
40.0,0,6,Director of HR,13.0,125000.0,Management Roles
27.0,0,5,Director of HR,5.0,80000.0,Management Roles
37.0,1,6,Director of HR,12.0,120000.0,Management Roles
45.0,1,6,Director of HR,13.0,135000.0,Management Roles
31.0,1,5,Director of HR,7.0,90000.0,Management Roles
40.0,1,6,Director of HR,13.0,135000.0,Management Roles
34.0,1,6,Director of HR,9.0,95000.0,Management Roles
46.0,1,6,Director of HR,15.0,150000.0,Management Roles
44.0,0,6,Director of HR,14.0,140000.0,Management Roles
37.0,1,6,Director of HR,11.0,115000.0,Management Roles
42.0,1,6,Director of HR,14.0,130000.0,Management Roles
42.0,1,5,Director of Marketing,13.0,130000.0,Management Roles
48.0,1,4,Director of Marketing,19.0,170000.0,Management Roles
28.0,0,6,Director of Marketing,6.0,105000.0,Management Roles
34.0,1,6,Director of Marketing,12.0,170000.0,Management Roles
28.0,0,6,Director of Marketing,6.0,105000.0,Management Roles
49.0,0,4,Director of Marketing,21.0,180000.0,Management Roles
41.0,1,5,Director of Marketing,12.0,120000.0,Management Roles
49.0,0,6,Director of Marketing,20.0,200000.0,Management Roles
48.0,1,5,Director of Marketing,18.0,180000.0,Management Roles
45.0,0,4,Director of Marketing,16.0,180000.0,Management Roles
47.0,1,4,Director of Marketing,19.0,170000.0,Management Roles
28.0,0,6,Director of Marketing,6.0,105000.0,Management Roles
46.0,1,5,Director of Marketing,16.0,160000.0,Management Roles
28.0,0,6,Director of Marketing,6.0,105000.0,Management Roles
32.0,0,3,Director of Marketing,8.0,80000.0,Management Roles
48.0,1,4,Director of Marketing,21.0,180000.0,Management Roles
49.0,0,6,Director of Marketing,20.0,200000.0,Management Roles
50.0,0,6,Director of Operations,22.0,180000.0,Management Roles
49.0,0,4,Director of Operations,21.0,180000.0,Management Roles
28.0,1,3,Financial Analyst,4.0,80000.0,Data & Analytics Roles
30.0,1,5,Financial Analyst,6.0,100000.0,Data & Analytics Roles
36.0,1,3,Financial Analyst,11.0,150000.0,Data & Analytics Roles
25.0,1,3,Financial Analyst,1.0,55000.0,Data & Analytics Roles
25.0,1,3,Financial Analyst,1.0,55000.0,Data & Analytics Roles
31.0,1,5,Financial Analyst,6.0,100000.0,Data & Analytics Roles
28.0,1,5,Financial Analyst,4.0,90000.0,Data & Analytics Roles
29.0,0,3,Financial Manager,4.0,55000.0,Management Roles
32.0,0,5,Financial Manager,8.0,120000.0,Management Roles
40.0,0,3,Financial Manager,16.0,215000.0,Management Roles
39.0,0,3,Financial Manager,16.0,200000.0,Management Roles
40.0,0,3,Financial Manager,16.0,215000.0,Management Roles
29.0,0,3,Financial Manager,4.0,55000.0,Management Roles
29.0,0,3,Financial Manager,4.0,55000.0,Management Roles
30.0,1,5,Financial Manager,7.0,120000.0,Management Roles
39.0,0,3,Financial Manager,16.0,210000.0,Management Roles
30.0,1,5,Financial Manager,7.0,120000.0,Management Roles
30.0,1,5,Financial Manager,7.0,120000.0,Management Roles
31.0,0,5,Financial Manager,7.0,120000.0,Management Roles
39.0,0,3,Financial Manager,16.0,200000.0,Management Roles
39.0,0,3,Financial Manager,16.0,200000.0,Management Roles
40.0,0,3,Financial Manager,16.0,215000.0,Management Roles
31.0,0,5,Financial Manager,7.0,120000.0,Management Roles
30.0,0,3,Financial Manager,4.0,55000.0,Management Roles
33.0,0,6,Financial Manager,5.0,70000.0,Management Roles
40.0,0,3,Financial Manager,16.0,215000.0,Management Roles
42.0,1,3,Financial Manager,13.0,130000.0,Management Roles
40.0,0,3,Financial Manager,16.0,215000.0,Management Roles
31.0,0,5,Financial Manager,8.0,120000.0,Management Roles
39.0,0,3,Financial Manager,16.0,200000.0,Management Roles
30.0,1,5,Financial Manager,7.0,120000.0,Management Roles
31.0,0,5,Financial Manager,8.0,120000.0,Management Roles
31.0,0,5,Financial Manager,8.0,120000.0,Management Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,3.0,70000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
35.0,1,3,Front end Developer,10.0,128712.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
28.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
26.0,0,5,Front end Developer,3.0,73218.0,Engineering Roles
25.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
29.0,0,3,Front end Developer,4.0,90000.0,Engineering Roles
41.0,1,5,Front end Developer,13.0,127346.0,Engineering Roles
26.0,1,5,Front end Developer,4.0,75656.0,Engineering Roles
36.0,1,3,Front end Developer,14.0,139095.0,Engineering Roles
27.0,0,5,Front end Developer,4.0,75969.0,Engineering Roles
28.0,0,3,Front end Developer,3.0,80000.0,Engineering Roles
30.0,1,5,Front end Developer,8.0,107895.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
27.0,1,3,Front end Developer,3.0,80000.0,Engineering Roles
36.0,1,5,Front end Developer,8.0,106492.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
28.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
32.0,1,3,Front end Developer,6.0,110000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
38.0,1,3,Front end Developer,11.0,136062.0,Engineering Roles
25.0,1,3,Front end Developer,1.0,55000.0,Engineering Roles
28.0,0,3,Front end Developer,2.0,65000.0,Engineering Roles
29.0,0,3,Front end Developer,4.0,90000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
28.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
25.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
28.0,0,3,Front end Developer,2.0,65000.0,Engineering Roles
26.0,0,5,Front end Developer,2.0,65840.0,Engineering Roles
26.0,1,3,Front end Developer,3.0,67556.0,Engineering Roles
28.0,0,3,Front end Developer,2.0,65000.0,Engineering Roles
25.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
30.0,0,5,Front end Developer,5.0,105000.0,Engineering Roles
28.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
26.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
28.0,0,3,Front end Developer,2.0,70000.0,Engineering Roles
24.0,1,3,Front end Developer,1.0,55000.0,Engineering Roles
24.0,1,3,Front end Developer,1.0,60000.0,Engineering Roles
48.0,1,3,Front end Developer,23.0,173851.0,Engineering Roles
26.0,1,5,Front end Developer,3.0,73640.0,Engineering Roles
38.0,1,3,Front end Developer,11.0,136662.0,Engineering Roles
24.0,0,3,Front end Developer,1.0,51265.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
33.0,0,5,Front end Developer,9.0,119918.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
26.0,0,5,Front end Developer,1.0,55000.0,Engineering Roles
26.0,0,5,Front end Developer,1.0,55000.0,Engineering Roles
29.0,0,3,Front end Developer,4.0,90000.0,Engineering Roles
29.0,0,3,Front end Developer,4.0,90000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
26.0,1,3,Full Stack Engineer,4.0,79652.0,Engineering Roles
30.0,1,5,Full Stack Engineer,6.0,105725.0,Engineering Roles
33.0,0,3,Full Stack Engineer,6.0,115000.0,Engineering Roles
33.0,0,5,Full Stack Engineer,9.0,135596.0,Engineering Roles
43.0,1,3,Full Stack Engineer,19.0,152726.0,Engineering Roles
35.0,0,5,Full Stack Engineer,11.0,151078.0,Engineering Roles
35.0,1,3,Full Stack Engineer,8.0,145000.0,Engineering Roles
30.0,0,3,Full Stack Engineer,5.0,100000.0,Engineering Roles
57.0,0,5,Full Stack Engineer,33.0,188232.0,Engineering Roles
32.0,0,5,Full Stack Engineer,6.0,115000.0,Engineering Roles
33.0,0,3,Full Stack Engineer,7.0,130000.0,Engineering Roles
54.0,1,3,Full Stack Engineer,25.0,179756.0,Engineering Roles
37.0,0,3,Full Stack Engineer,10.0,149217.0,Engineering Roles
36.0,1,5,Full Stack Engineer,13.0,147326.0,Engineering Roles
27.0,0,5,Full Stack Engineer,3.0,100000.0,Engineering Roles
30.0,0,5,Full Stack Engineer,6.0,110707.0,Engineering Roles
37.0,0,3,Full Stack Engineer,10.0,149217.0,Engineering Roles
33.0,0,3,Full Stack Engineer,6.0,115000.0,Engineering Roles
30.0,1,5,Full Stack Engineer,5.0,105000.0,Engineering Roles
43.0,1,3,Full Stack Engineer,18.0,152560.0,Engineering Roles
26.0,1,5,Full Stack Engineer,4.0,91397.0,Engineering Roles
33.0,0,3,Full Stack Engineer,7.0,130000.0,Engineering Roles
57.0,0,5,Full Stack Engineer,33.0,188232.0,Engineering Roles
32.0,0,5,Full Stack Engineer,6.0,115000.0,Engineering Roles
28.0,0,5,Full Stack Engineer,4.0,110000.0,Engineering Roles
27.0,0,3,Full Stack Engineer,4.0,73895.0,Engineering Roles
48.0,1,6,Full Stack Engineer,23.0,181021.0,Engineering Roles
30.0,1,5,Full Stack Engineer,6.0,105725.0,Engineering Roles
33.0,0,3,Full Stack Engineer,7.0,130000.0,Engineering Roles
32.0,0,5,Full Stack Engineer,8.0,123781.0,Engineering Roles
35.0,0,5,Full Stack Engineer,10.0,152039.0,Engineering Roles
30.0,0,5,Full Stack Engineer,5.0,102828.0,Engineering Roles
30.0,1,5,Full Stack Engineer,5.0,105000.0,Engineering Roles
33.0,0,5,Full Stack Engineer,9.0,135596.0,Engineering Roles
33.0,0,5,Full Stack Engineer,9.0,136533.0,Engineering Roles
33.0,0,5,Full Stack Engineer,9.0,135596.0,Engineering Roles
33.0,0,3,Full Stack Engineer,7.0,130000.0,Engineering Roles
42.0,0,5,Full Stack Engineer,14.0,163558.0,Engineering Roles
35.0,0,5,Full Stack Engineer,8.0,140000.0,Engineering Roles
28.0,0,5,Full Stack Engineer,4.0,82697.0,Engineering Roles
36.0,1,5,Full Stack Engineer,11.0,138859.0,Engineering Roles
