Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Role
25.0,0,4,Data Analyst,1.0,100000.0,Data & Analytics Roles
35.0,0,5,Data Analyst,9.0,120000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,15.0,150000.0,Data & Analytics Roles
34.0,1,5,Data Scientist,9.0,140000.0,Data & Analytics Roles
44.0,0,6,Data Scientist,18.0,183000.0,Data & Analytics Roles
33.0,1,6,Data Scientist,8.0,190000.0,Data & Analytics Roles
36.0,0,5,Data Scientist,8.0,130000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,150000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,18.0,182000.0,Data & Analytics Roles
32.0,0,6,Data Scientist,10.0,193000.0,Data & Analytics Roles
45.0,0,6,Data Scientist,19.0,193000.0,Data & Analytics Roles
28.0,0,4,Data Scientist,6.0,155000.0,Data & Analytics Roles
42.0,1,6,Data Scientist,14.0,140000.0,Data & Analytics Roles
29.0,0,6,Data Scientist,5.0,100000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,170000.0,Data & Analytics Roles
33.0,1,4,Data Scientist,10.0,195000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
31.0,0,4,Data Scientist,9.0,195000.0,Data & Analytics Roles
31.0,1,4,Data Scientist,9.0,185000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,162000.0,Data & Analytics Roles
42.0,1,6,Data Scientist,12.0,130000.0,Data & Analytics Roles
33.0,1,6,Data Scientist,8.0,190000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
28.0,0,4,Data Scientist,6.0,155000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,162000.0,Data & Analytics Roles
31.0,1,4,Data Scientist,6.0,160000.0,Data & Analytics Roles
31.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
41.0,1,6,Data Scientist,15.0,157000.0,Data & Analytics Roles
34.0,1,5,Data Scientist,9.0,140000.0,Data & Analytics Roles
41.0,1,6,Data Scientist,13.0,140000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,17.0,168000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,150000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,162000.0,Data & Analytics Roles
33.0,1,4,Data Scientist,10.0,195000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,5.0,180000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,5.0,180000.0,Data & Analytics Roles
49.0,1,6,Data Scientist,22.0,220000.0,Data & Analytics Roles
40.0,1,6,Data Scientist,15.0,150000.0,Data & Analytics Roles
27.0,1,6,Data Scientist,2.0,115000.0,Data & Analytics Roles
27.0,0,5,Data Scientist,3.0,180000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
49.0,1,6,Data Scientist,22.0,220000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,17.0,168000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,170000.0,Data & Analytics Roles
32.0,0,6,Data Scientist,9.0,145000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,170000.0,Data & Analytics Roles
33.0,1,6,Data Scientist,8.0,190000.0,Data & Analytics Roles
46.0,1,6,Data Scientist,18.0,180000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,170000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
32.0,0,6,Data Scientist,9.0,145000.0,Data & Analytics Roles
27.0,0,4,Data Scientist,4.0,150000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
34.0,1,5,Data Scientist,9.0,140000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,15.0,150000.0,Data & Analytics Roles
42.0,1,6,Data Scientist,14.0,140000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
41.0,1,6,Data Scientist,15.0,157000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
29.0,0,4,Data Scientist,6.0,180000.0,Data & Analytics Roles
27.0,1,6,Data Scientist,2.0,115000.0,Data & Analytics Roles
31.0,1,5,Data Scientist,6.0,175000.0,Data & Analytics Roles
31.0,1,6,Data Scientist,7.0,110000.0,Data & Analytics Roles
41.0,1,6,Data Scientist,15.0,155000.0,Data & Analytics Roles
33.0,1,4,Data Scientist,10.0,195000.0,Data & Analytics Roles
29.0,0,6,Data Scientist,5.0,100000.0,Data & Analytics Roles
28.0,0,4,Data Scientist,6.0,155000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
30.0,0,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
51.0,1,6,Data Scientist,24.0,240000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
34.0,1,5,Data Scientist,9.0,140000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
31.0,0,6,Data Scientist,8.0,140000.0,Data & Analytics Roles
40.0,1,6,Data Scientist,15.0,150000.0,Data & Analytics Roles
30.0,1,6,Data Scientist,7.0,185000.0,Data & Analytics Roles
44.0,1,6,Data Scientist,18.0,182000.0,Data & Analytics Roles
33.0,1,4,Data Scientist,10.0,195000.0,Data & Analytics Roles
43.0,1,6,Data Scientist,16.0,160000.0,Data & Analytics Roles
42.0,1,6,Data Scientist,13.0,140000.0,Data & Analytics Roles
29.0,1,3,Digital Marketing Manager,6.0,95000.0,Marketing & Sales Roles
28.0,1,3,Digital Marketing Manager,4.0,80000.0,Marketing & Sales Roles
25.0,0,5,Digital Marketing Manager,3.0,50000.0,Marketing & Sales Roles
42.0,0,5,Digital Marketing Manager,14.0,140000.0,Marketing & Sales Roles
27.0,1,1,Digital Marketing Manager,2.0,40000.0,Marketing & Sales Roles
42.0,0,5,Digital Marketing Manager,14.0,140000.0,Marketing & Sales Roles
24.0,1,6,Digital Marketing Manager,1.0,30000.0,Marketing & Sales Roles
29.0,1,3,Digital Marketing Manager,6.0,95000.0,Marketing & Sales Roles
27.0,1,1,Digital Marketing Manager,2.0,40000.0,Marketing & Sales Roles
27.0,1,1,Digital Marketing Manager,2.0,40000.0,Marketing & Sales Roles
42.0,0,5,Digital Marketing Manager,14.0,140000.0,Marketing & Sales Roles
30.0,0,3,Digital Marketing Specialist,4.0,65000.0,Marketing & Sales Roles
29.0,0,3,Digital Marketing Specialist,4.0,65000.0,Marketing & Sales Roles
30.0,0,3,Digital Marketing Specialist,4.0,65000.0,Marketing & Sales Roles
46.0,1,6,Director of Data Science,20.0,220000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
48.0,1,6,Director of Data Science,18.0,210000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
42.0,1,6,Director of Data Science,12.0,170000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
41.0,0,6,Director of Data Science,16.0,200000.0,Data & Analytics Roles
44.0,0,6,Director of HR,13.0,135000.0,Management Roles
45.0,1,6,Director of HR,14.0,140000.0,Management Roles
42.0,0,5,Director of HR,12.0,120000.0,Management Roles
34.0,0,5,Director of HR,9.0,95000.0,Management Roles
45.0,1,6,Director of HR,13.0,135000.0,Management Roles
42.0,0,5,Director of HR,12.0,120000.0,Management Roles
43.0,0,6,Director of HR,14.0,140000.0,Management Roles
45.0,1,6,Director of HR,14.0,140000.0,Management Roles
44.0,0,6,Director of HR,13.0,135000.0,Management Roles
45.0,1,6,Director of HR,14.0,140000.0,Management Roles
42.0,1,6,Director of HR,16.0,140000.0,Management Roles
45.0,1,6,Director of HR,14.0,140000.0,Management Roles
34.0,0,5,Director of HR,9.0,95000.0,Management Roles
34.0,1,6,Director of HR,9.0,95000.0,Management Roles
32.0,0,3,Director of Marketing,8.0,80000.0,Management Roles
34.0,1,6,Director of Marketing,12.0,170000.0,Management Roles
47.0,1,4,Director of Marketing,19.0,170000.0,Management Roles
38.0,1,5,Director of Marketing,9.0,95000.0,Management Roles
43.0,1,4,Director of Marketing,18.0,170000.0,Management Roles
45.0,1,5,Director of Marketing,14.0,140000.0,Management Roles
28.0,0,6,Director of Marketing,6.0,105000.0,Management Roles
28.0,0,6,Director of Marketing,6.0,105000.0,Management Roles
32.0,0,3,Director of Marketing,8.0,80000.0,Management Roles
34.0,1,6,Director of Marketing,12.0,170000.0,Management Roles
33.0,0,3,Director of Marketing,8.0,80000.0,Management Roles
53.0,1,4,Director of Marketing,25.0,180000.0,Management Roles
34.0,1,6,Director of Marketing,12.0,170000.0,Management Roles
45.0,0,5,Director of Marketing,16.0,160000.0,Management Roles
34.0,1,6,Director of Marketing,12.0,170000.0,Management Roles
43.0,1,4,Director of Marketing,18.0,170000.0,Management Roles
34.0,1,6,Director of Marketing,12.0,170000.0,Management Roles
28.0,0,6,Director of Marketing,6.0,105000.0,Management Roles
47.0,1,4,Director of Operations,19.0,170000.0,Management Roles
50.0,0,4,Director of Operations,21.0,160000.0,Management Roles
50.0,0,6,Director of Operations,22.0,180000.0,Management Roles
28.0,0,5,Financial Analyst,4.0,80000.0,Data & Analytics Roles
30.0,1,5,Financial Analyst,6.0,100000.0,Data & Analytics Roles
24.0,1,3,Financial Analyst,1.0,55000.0,Data & Analytics Roles
31.0,1,5,Financial Analyst,6.0,100000.0,Data & Analytics Roles
36.0,0,3,Financial Analyst,11.0,150000.0,Data & Analytics Roles
29.0,1,5,Financial Analyst,5.0,95000.0,Data & Analytics Roles
30.0,1,5,Financial Analyst,6.0,100000.0,Data & Analytics Roles
28.0,1,5,Financial Analyst,4.0,90000.0,Data & Analytics Roles
29.0,0,3,Financial Manager,4.0,55000.0,Management Roles
32.0,0,5,Financial Manager,8.0,120000.0,Management Roles
40.0,0,3,Financial Manager,11.0,110000.0,Management Roles
45.0,1,3,Financial Manager,21.0,250000.0,Management Roles
32.0,0,5,Financial Manager,8.0,120000.0,Management Roles
30.0,1,5,Financial Manager,7.0,120000.0,Management Roles
29.0,0,3,Financial Manager,4.0,55000.0,Management Roles
29.0,0,3,Financial Manager,4.0,55000.0,Management Roles
40.0,0,3,Financial Manager,16.0,215000.0,Management Roles
39.0,0,3,Financial Manager,10.0,100000.0,Management Roles
30.0,1,5,Financial Manager,7.0,120000.0,Management Roles
30.0,1,5,Financial Manager,7.0,120000.0,Management Roles
41.0,1,3,Financial Manager,12.0,120000.0,Management Roles
31.0,0,5,Financial Manager,8.0,120000.0,Management Roles
38.0,0,3,Financial Manager,10.0,100000.0,Management Roles
39.0,0,3,Financial Manager,16.0,200000.0,Management Roles
45.0,0,6,Financial Manager,12.0,120000.0,Management Roles
31.0,0,5,Financial Manager,7.0,120000.0,Management Roles
30.0,1,5,Financial Manager,7.0,120000.0,Management Roles
39.0,0,3,Financial Manager,16.0,200000.0,Management Roles
39.0,0,3,Financial Manager,16.0,200000.0,Management Roles
40.0,0,3,Financial Manager,16.0,215000.0,Management Roles
41.0,1,3,Financial Manager,12.0,120000.0,Management Roles
39.0,0,3,Financial Manager,16.0,200000.0,Management Roles
31.0,0,5,Financial Manager,8.0,120000.0,Management Roles
32.0,0,5,Financial Manager,8.0,120000.0,Management Roles
30.0,0,3,Financial Manager,4.0,55000.0,Management Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
29.0,1,3,Front End Developer,3.0,70000.0,Engineering Roles
29.0,1,3,Front End Developer,4.0,80000.0,Engineering Roles
25.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
30.0,0,5,Front end Developer,5.0,105000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
24.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
24.0,0,3,Front end Developer,1.0,51265.0,Engineering Roles
30.0,1,5,Front end Developer,8.0,107895.0,Engineering Roles
27.0,1,3,Front end Developer,3.0,80000.0,Engineering Roles
32.0,1,3,Front end Developer,6.0,110000.0,Engineering Roles
31.0,0,3,Front end Developer,6.0,110000.0,Engineering Roles
35.0,1,3,Front end Developer,9.0,125091.0,Engineering Roles
49.0,1,5,Front end Developer,24.0,174726.0,Engineering Roles
26.0,0,5,Front end Developer,3.0,72649.0,Engineering Roles
29.0,0,3,Front end Developer,4.0,90000.0,Engineering Roles
26.0,0,5,Front end Developer,1.0,55000.0,Engineering Roles
29.0,1,3,Front end Developer,5.0,105000.0,Engineering Roles
29.0,0,3,Front end Developer,4.0,90000.0,Engineering Roles
38.0,1,3,Front end Developer,11.0,136062.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
24.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
28.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
35.0,1,3,Front end Developer,10.0,128999.0,Engineering Roles
30.0,0,5,Front end Developer,5.0,105000.0,Engineering Roles
23.0,1,3,Front end Developer,1.0,55000.0,Engineering Roles
28.0,0,3,Front end Developer,2.0,55000.0,Engineering Roles
31.0,1,3,Front end Developer,6.0,115000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,65000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
33.0,1,3,Front end Developer,6.0,110000.0,Engineering Roles
28.0,0,3,Front end Developer,2.0,65000.0,Engineering Roles
29.0,1,3,Front end Developer,3.0,80000.0,Engineering Roles
30.0,0,5,Front end Developer,5.0,105000.0,Engineering Roles
33.0,1,3,Front end Developer,6.0,110000.0,Engineering Roles
28.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
29.0,0,3,Front end Developer,4.0,90000.0,Engineering Roles
25.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
30.0,0,5,Front end Developer,5.0,105000.0,Engineering Roles
26.0,1,5,Front end Developer,3.0,73640.0,Engineering Roles
32.0,1,3,Front end Developer,6.0,110000.0,Engineering Roles
29.0,0,3,Front end Developer,4.0,90000.0,Engineering Roles
25.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
33.0,1,3,Front end Developer,9.0,117904.0,Engineering Roles
31.0,0,3,Front end Developer,6.0,110000.0,Engineering Roles
41.0,1,5,Front end Developer,13.0,127346.0,Engineering Roles
23.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
25.0,0,3,Front end Developer,1.0,55000.0,Engineering Roles
27.0,1,3,Front end Developer,2.0,70000.0,Engineering Roles
28.0,0,3,Front end Developer,3.0,80000.0,Engineering Roles
57.0,0,6,Full Stack Engineer,30.0,121450.0,Engineering Roles
23.0,1,3,Full Stack Engineer,1.0,55000.0,Engineering Roles
33.0,0,5,Full Stack Engineer,8.0,122970.0,Engineering Roles
36.0,1,5,Full Stack Engineer,11.0,137775.0,Engineering Roles
33.0,0,5,Full Stack Engineer,9.0,135596.0,Engineering Roles
33.0,0,5,Full Stack Engineer,8.0,122970.0,Engineering Roles
32.0,0,5,Full Stack Engineer,5.0,120000.0,Engineering Roles
33.0,1,3,Full Stack Engineer,7.0,130000.0,Engineering Roles
54.0,1,3,Full Stack Engineer,27.0,183417.0,Engineering Roles
29.0,0,6,Full Stack Engineer,5.0,98568.0,Engineering Roles
26.0,1,5,Full Stack Engineer,4.0,91062.0,Engineering Roles
35.0,1,3,Full Stack Engineer,8.0,145000.0,Engineering Roles
33.0,0,3,Full Stack Engineer,7.0,130000.0,Engineering Roles
36.0,1,5,Full Stack Engineer,13.0,146508.0,Engineering Roles
29.0,0,3,Full Stack Engineer,6.0,100358.0,Engineering Roles
32.0,0,5,Full Stack Engineer,6.0,115000.0,Engineering Roles
25.0,2,1,Full Stack Engineer,2.0,69032.0,Engineering Roles
33.0,0,3,Full Stack Engineer,6.0,115000.0,Engineering Roles
48.0,1,6,Full Stack Engineer,23.0,181021.0,Engineering Roles
30.0,1,5,Full Stack Engineer,5.0,105000.0,Engineering Roles
28.0,0,5,Full Stack Engineer,4.0,110000.0,Engineering Roles
32.0,0,5,Full Stack Engineer,6.0,115000.0,Engineering Roles
30.0,0,5,Full Stack Engineer,5.0,102465.0,Engineering Roles
32.0,0,5,Full Stack Engineer,6.0,115000.0,Engineering Roles
57.0,0,6,Full Stack Engineer,30.0,121450.0,Engineering Roles
50.0,0,5,Full Stack Engineer,24.0,192756.0,Engineering Roles
29.0,1,3,Full Stack Engineer,4.0,90000.0,Engineering Roles
36.0,1,5,Full Stack Engineer,13.0,147326.0,Engineering Roles
31.0,1,5,Full Stack Engineer,7.0,140000.0,Engineering Roles
30.0,0,5,Full Stack Engineer,6.0,110707.0,Engineering Roles
34.0,0,3,Full Stack Engineer,7.0,130000.0,Engineering Roles
30.0,0,5,Full Stack Engineer,5.0,102828.0,Engineering Roles
30.0,0,5,Full Stack Engineer,5.0,102828.0,Engineering Roles
33.0,0,5,Full Stack Engineer,9.0,136986.0,Engineering Roles
33.0,0,3,Full Stack Engineer,6.0,115000.0,Engineering Roles
25.0,2,1,Full Stack Engineer,2.0,69032.0,Engineering Roles
